,price_in_rp
2065,1600000000.0
2066,6000000000.0
2067,2100000000.0
2068,4300000000.0
2069,1300000000.0
2070,2600000000.0
2071,7000000000.0
2072,780000000.0
2073,2040000000.0
2074,12000000000.0
2075,998000000.0
2076,865000000.0
2077,1200000000.0
2078,400000000.0
2079,6100000000.0
2080,810000000.0
2081,630000000.0
2082,3100000000.0
2083,1550000000.0
2084,1440000000.0
2085,897000000.0
2086,1940000000.0
2087,1010000000.0
2088,2550000000.0
2089,920000000.0
2090,1300000000.0
2091,1000000000.0
2092,4500000000.0
2093,5500000000.0
2094,12500000000.0
2095,1000000000.0
2096,506000000.0
2097,2300000000.0
2098,3650000000.0
2099,2040000000.0
2100,870000000.0
2101,1200000000.0
2102,3700000000.0
2103,610000000.0
2104,6500000000.0
2105,16000000000.0
2106,7500000000.0
2107,1500000000.0
2108,168000000.0
2109,1650000000.0
2110,800000000.0
2111,12000000000.0
2112,360000000.0
2113,870000000.0
2114,9500000000.0
2115,484000000.0
2116,3500000000.0
2117,5000000000.0
2118,4800000000.0
2119,1500000000.0
2120,10500000000.0
2121,300000000.0
2122,516000000.0
2123,1080000000.0
2124,5000000000.0
2125,5750000000.0
2126,762000000.0
2127,1750000000.0
2128,2990000000.0
2129,2300000000.0
2130,470000000.0
2131,1800000000.0
2132,1270000000.0
2133,869000000.0
2134,1490000000.0
2135,3950000000.0
2136,106000000000.0
2137,780000000.0
2138,4000000000.0
2139,1250000000.0
2140,30000000000.0
2141,3300000000.0
2142,477000000.0
2143,3000000000.0
2144,1750000000.0
2145,438000000.0
2146,1350000000.0
2147,17000000000.0
2148,500000000.0
2149,4500000000.0
2150,15000000000.0
2151,3500000000.0
2152,450000000.0
2153,470000000.0
2154,395000000.0
2155,3600000000.0
2156,5300000000.0
2157,1280000000.0
2158,633000000.0
2159,375000000.0
2160,7500000000.0
2161,3830000000.0
2162,1000000000.0
2163,965000000.0
2164,200000000.0
2165,225000000.0
2166,655000000.0
2167,1650000000.0
2168,372000000.0
2169,464000000.0
2170,690000000.0
2171,4200000000.0
2172,390000000.0
2173,2200000000.0
2174,1280000000.0
2175,3800000000.0
2176,771000000.0
2177,8500000000.0
2178,765000000.0
2179,3710000000.0
2180,250000000.0
2181,2520000000.0
2182,4950000000.0
2183,1250000000.0
2184,1250000000.0
2185,4000000000.0
2186,1520000000.0
2187,1900000000.0
2188,500000000.0
2189,1380000000.0
2190,4500000000.0
2191,11000000000.0
2192,999000000.0
2193,9000000000.0
2194,28000000000.0
2195,3650000000.0
2196,5000000000.0
2197,6800000000.0
2198,755000000.0
2199,2000000000.0
2200,437000000.0
2201,900000000.0
2202,1000000000.0
2203,6660000000.0
2204,359000000.0
2205,1500000000.0
2206,1470000000.0
2207,1440000000.0
2208,400000000.0
2209,1300000000.0
2210,1320000000.0
2211,400000000.0
2212,1950000000.0
2213,650000000.0
2214,4200000000.0
2215,4650000000.0
2216,840000000.0
2217,685000000.0
2218,1350000000.0
2219,1050000000.0
2220,595000000.0
2221,1200000000.0
2222,2550000000.0
2223,1250000000.0
2224,2700000000.0
2225,200000000.0
2226,4500000000.0
2227,850000000.0
2228,685000000.0
2229,335000000.0
2230,599000000.0
2231,1020000000.0
2232,1450000000.0
2233,1440000000.0
2234,13700000000.0
2235,473000000.0
2236,1080000000.0
2237,1800000000.0
2238,13500000000.0
2239,3300000000.0
2240,770000000.0
2241,32000000000.0
2242,5500000000.0
2243,2500000000.0
2244,1500000000.0
2245,1400000000.0
2246,4500000000.0
2247,2900000000.0
2248,365000000.0
2249,1200000000.0
2250,6900000000.0
2251,2220000000.0
2252,1680000000.0
2253,780000000.0
2254,125000000.0
2255,2450000000.0
2256,1150000000.0
2257,342000000.0
2258,950000000.0
2259,16000000000.0
2260,1920000000.0
2261,490000000.0
2262,1200000000.0
2263,1140000000.0
2264,650000000.0
2265,5000000000.0
2266,1250000000.0
2267,1680000000.0
2268,8330000000.0
2269,1200000000.0
2270,195000000.0
2271,2350000000.0
2272,549000000.0
2273,755000000.0
2274,2000000000.0
2275,4980000000.0
2276,12000000000.0
2277,1300000000.0
2278,1800000000.0
2279,4270000000.0
2280,15000000000.0
2281,570000000.0
2282,2300000000.0
2283,10500000000.0
2284,15500000000.0
2285,5050000000.0
2286,1150000000.0
2287,1750000000.0
2288,3830000000.0
2289,2640000000.0
2290,1210000000.0
2291,1140000000.0
2292,755000000.0
2293,590000000.0
2294,2640000000.0
2295,900000000.0
2296,1550000000.0
2297,975000000.0
2298,2090000000.0
2299,1900000000.0
2300,1750000000.0
2301,920000000.0
2302,810000000.0
2303,599000000.0
2304,1600000000.0
2305,1200000000.0
2306,750000000.0
2307,1860000000.0
2308,3000000000.0
2309,69000000000.0
2310,332000000.0
2311,465000000.0
2312,1560000000.0
2313,800000000.0
2314,500000000.0
2315,925000000.0
2316,1450000000.0
2317,8700000000.0
2318,1200000000.0
2319,418000000.0
2320,1550000000.0
2321,800000000.0
2322,5000000000.0
2323,1400000000.0
2324,2900000000.0
2325,3500000000.0
2326,1330000000.0
2327,575000000.0
2328,950000000.0
2329,1100000000.0
2330,6750000000.0
2331,3770000000.0
2332,4200000000.0
2333,975000000.0
2334,1180000000.0
2335,551000000.0
2336,655000000.0
2337,1350000000.0
2338,1020000000.0
2339,5000000000.0
2340,6000000000.0
2341,2490000000.0
2342,499000000.0
2343,16500000000.0
2344,825000000.0
2345,220000000.0
2346,3500000000.0
2347,500000000.0
2348,6000000000.0
2349,1300000000.0
2350,3750000000.0
2351,265000000.0
2352,1350000000.0
2353,2350000000.0
2354,945000000.0
2355,1000000000.0
2356,5000000000.0
2357,630000000.0
2358,1550000000.0
2359,400000000.0
2360,4550000000.0
2361,1180000000.0
2362,900000000.0
2363,496000000.0
2364,764000000.0
2365,895000000.0
2366,1590000000.0
2367,2520000000.0
2368,10000000000.0
2369,1450000000.0
2370,21000000000.0
2371,650000000.0
2372,1500000000.0
2373,485000000.0
2374,500000000.0
2375,1120000000.0
2376,1150000000.0
2377,1920000000.0
2378,665000000.0
2379,1020000000.0
2380,1050000000.0
2381,40000000000.0
2382,690000000.0
2383,655000000.0
2384,3500000000.0
2385,1150000000.0
2386,1560000000.0
2387,1080000000.0
2388,500000000.0
2389,528000000.0
2390,35000000000.0
2391,337000000.0
2392,1530000000.0
2393,750000000.0
2394,25000000000.0
2395,2300000000.0
2396,1350000000.0
2397,6200000000.0
2398,651000000.0
2399,1060000000.0
2400,565000000.0
2401,100000000000.0
2402,3450000000.0
2403,870000000.0
2404,901000000.0
2405,2300000000.0
2406,2600000000.0
2407,470000000.0
2408,520000000.0
2409,750000000.0
2410,400000000.0
2411,23100000000.0
2412,23000000000.0
2413,1700000000.0
2414,6800000000.0
2415,1200000000.0
2416,617000000.0
2417,1650000000.0
2418,1200000000.0
2419,2990000000.0
2420,4600000000.0
2421,1400000000.0
2422,1980000000.0
2423,756000000.0
2424,1250000000.0
2425,10100000000.0
2426,1110000000.0
2427,495000000.0
2428,2090000000.0
2429,18000000000.0
2430,1620000000.0
2431,750000000.0
2432,2400000000.0
2433,55000000000.0
2434,6300000000.0
2435,770000000.0
2436,1000000000.0
2437,800000000.0
2438,3100000000.0
2439,7500000000.0
2440,390000000.0
2441,695000000.0
2442,695000000.0
2443,4200000000.0
2444,275000000.0
2445,1350000000.0
2446,750000000.0
2447,1400000000.0
2448,650000000.0
2449,1150000000.0
2450,410000000.0
2451,600000000.0
2452,2000000000.0
2453,29000000000.0
2454,1600000000.0
2455,588000000.0
2456,2400000000.0
2457,930000000.0
2458,880000000.0
2459,1350000000.0
2460,1690000000.0
2461,5800000000.0
2462,992000000.0
2463,6700000000.0
2464,1250000000.0
2465,2300000000.0
2466,351000000.0
2467,3750000000.0
2468,1000000000.0
2469,4300000000.0
2470,1470000000.0
2471,1140000000.0
2472,1060000000.0
2473,1900000000.0
2474,175000000000.0
2475,1020000000.0
2476,1620000000.0
2477,4300000000.0
2478,1900000000.0
2479,1850000000.0
2480,2300000000.0
2481,4900000000.0
2482,5050000000.0
2483,1020000000.0
2484,55000000000.0
2485,5050000000.0
2486,1350000000.0
2487,1200000000.0
2488,1200000000.0
2489,400000000.0
2490,1280000000.0
2491,525000000.0
2492,1350000000.0
2493,1150000000.0
2494,5950000000.0
2495,945000000.0
2496,35000000000.0
2497,900000000.0
2498,1000000000.0
2499,1350000000.0
2500,7500000000.0
2501,4800000000.0
2502,6700000000.0
2503,11000000000.0
2504,1850000000.0
2505,468000000.0
2506,590000000.0
2507,1300000000.0
2508,6000000000.0
2509,35000000000.0
2510,1250000000.0
2511,11500000000.0
2512,3900000000.0
2513,2500000000.0
2514,2300000000.0
2515,1350000000.0
2516,1200000000.0
2517,1350000000.0
2518,1880000000.0
2519,5860000000.0
2520,680000000.0
2521,1940000000.0
2522,19700000000.0
2523,3190000000.0
2524,2520000000.0
2525,400000000.0
2526,600000000.0
2527,810000000.0
2528,619000000.0
2529,3300000000.0
2530,8000000000.0
2531,525000000.0
2532,1300000000.0
2533,2000000000.0
2534,850000000.0
2535,2300000000.0
2536,660000000.0
2537,7400000000.0
2538,410000000.0
2539,1440000000.0
2540,1650000000.0
2541,3000000000.0
2542,850000000.0
2543,1560000000.0
2544,400000000.0
2545,968000000.0
2546,830000000.0
2547,30000000000.0
2548,4400000000.0
2549,3200000000.0
2550,950000000.0
2551,1350000000.0
2552,2600000000.0
2553,2100000000.0
2554,988000000.0
2555,680000000.0
2556,3200000000.0
2557,4500000000.0
2558,1300000000.0
2559,29000000000.0
2560,1760000000.0
2561,4890000000.0
2562,5800000000.0
2563,4600000000.0
2564,1200000000.0
2565,18500000000.0
2566,1590000000.0
2567,3600000000.0
2568,5700000000.0
2569,1450000000.0
2570,2750000000.0
2571,439000000.0
2572,14000000000.0
2573,1200000000.0
2574,1050000000.0
2575,3830000000.0
2576,1890000000.0
2577,7400000000.0
2578,18500000000.0
2579,700000000.0
2580,660000000.0
2581,1100000000.0
2582,2200000000.0
2583,6000000000.0
2584,1920000000.0
2585,4000000000.0
2586,4000000000.0
2587,465000000.0
2588,1940000000.0
2589,5600000000.0
2590,945000000.0
2591,1080000000.0
2592,1100000000.0
2593,400000000.0
2594,2950000000.0
2595,2900000000.0
2596,1590000000.0
2597,5350000000.0
2598,35000000000.0
2599,1440000000.0
2600,23000000000.0
2601,785000000.0
2602,685000000.0
2603,1460000000.0
2604,661000000.0
2605,3500000000.0
2606,481000000.0
2607,1100000000.0
2608,980000000.0
2609,900000000.0
2610,1400000000.0
2611,351000000.0
2612,900000000.0
2613,960000000.0
2614,800000000.0
2615,900000000.0
2616,5300000000.0
2617,27000000000.0
2618,400000000.0
2619,2200000000.0
2620,1020000000.0
2621,19900000000.0
2622,890000000.0
2623,3300000000.0
2624,975000000.0
2625,2220000000.0
2626,1300000000.0
2627,1320000000.0
2628,9500000000.0
2629,500000000.0
2630,750000000.0
2631,2900000000.0
2632,375000000.0
2633,6630000000.0
2634,484000000.0
2635,3830000000.0
2636,865000000.0
2637,1500000000.0
2638,764000000.0
2639,1250000000.0
2640,19000000000.0
2641,3500000000.0
2642,1350000000.0
2643,1680000000.0
2644,2500000000.0
2645,11500000000.0
2646,1300000000.0
2647,4200000000.0
2648,15500000000.0
2649,1320000000.0
2650,12500000000.0
2651,23000000000.0
2652,560000000.0
2653,1080000000.0
2654,4500000000.0
2655,4270000000.0
2656,3830000000.0
2657,2950000000.0
2658,3400000000.0
2659,2600000000.0
2660,2500000000.0
2661,1450000000.0
2662,1150000000.0
2663,10500000000.0
2664,39000000000.0
2665,1350000000.0
2666,1350000000.0
2667,875000000.0
2668,2600000000.0
2669,10500000000.0
2670,4200000000.0
2671,11000000000.0
2672,7670000000.0
2673,650000000.0
2674,2300000000.0
2675,28000000000.0
2676,54500000000.0
2677,3120000000.0
2678,1400000000.0
2679,900000000.0
2680,3280000000.0
2681,1500000000.0
2682,1800000000.0
2683,900000000.0
2684,2500000000.0
2685,950000000.0
2686,1500000000.0
2687,3950000000.0
2688,15000000000.0
2689,846000000.0
2690,2400000000.0
2691,1490000000.0
2692,4700000000.0
2693,599000000.0
2694,1350000000.0
2695,749000000.0
2696,1100000000.0
2697,395000000.0
2698,583000000.0
2699,975000000.0
2700,762000000.0
2701,650000000.0
2702,8700000000.0
2703,695000000.0
2704,4850000000.0
2705,1300000000.0
2706,2500000000.0
2707,720000000.0
2708,4250000000.0
2709,960000000.0
2710,8900000000.0
2711,5000000000.0
2712,15000000000.0
2713,750000000.0
2714,345000000.0
2715,1350000000.0
2716,69000000000.0
2717,555000000.0
2718,168000000.0
2719,775000000.0
2720,3800000000.0
2721,1380000000.0
2722,1620000000.0
2723,2900000000.0
2724,1950000000.0
2725,35000000000.0
2726,1650000000.0
2727,25000000000.0
2728,8890000000.0
2729,2300000000.0
2730,725000000.0
2731,2550000000.0
2732,1030000000.0
2733,875000000.0
2734,13000000000.0
2735,6500000000.0
2736,1900000000.0
2737,1600000000.0
2738,525000000.0
2739,950000000.0
2740,1700000000.0
2741,570000000.0
2742,1250000000.0
2743,1000000000.0
2744,55000000000.0
2745,630000000.0
2746,1950000000.0
2747,3550000000.0
2748,470000000.0
2749,1800000000.0
2750,5050000000.0
2751,680000000.0
2752,650000000.0
2753,8000000000.0
2754,22000000000.0
2755,245000000.0
2756,4300000000.0
2757,333000000.0
2758,1440000000.0
2759,6660000000.0
2760,1800000000.0
2761,2040000000.0
2762,500000000.0
2763,665000000.0
2764,1050000000.0
2765,451000000.0
2766,5300000000.0
2767,4540000000.0
2768,1680000000.0
2769,2040000000.0
2770,644000000.0
2771,1500000000.0
2772,751000000.0
2773,799000000.0
2774,1400000000.0
2775,8500000000.0
2776,16500000000.0
2777,5350000000.0
2778,1990000000.0
2779,1180000000.0
2780,390000000.0
2781,2340000000.0
2782,551000000.0
2783,1180000000.0
2784,655000000.0
2785,13000000000.0
2786,2640000000.0
2787,470000000.0
2788,1200000000.0
2789,649000000.0
2790,1370000000.0
2791,1200000000.0
2792,525000000.0
2793,935000000.0
2794,450000000.0
2795,4500000000.0
2796,945000000.0
2797,2520000000.0
2798,1050000000.0
2799,975000000.0
2800,1350000000.0
2801,2150000000.0
2802,1990000000.0
2803,3650000000.0
2804,2600000000.0
2805,4900000000.0
2806,490000000.0
2807,5700000000.0
2808,5900000000.0
2809,960000000.0
2810,1200000000.0
2811,450000000.0
2812,125000000.0
2813,870000000.0
2814,514000000.0
2815,5200000000.0
2816,6200000000.0
2817,1230000000.0
2818,1400000000.0
2819,495000000.0
2820,7200000000.0
2821,3800000000.0
2822,470000000.0
2823,4500000000.0
2824,995000000.0
2825,1650000000.0
2826,1020000000.0
2827,9900000000.0
2828,1960000000.0
2829,685000000.0
2830,4200000000.0
2831,360000000.0
2832,1800000000.0
2833,750000000.0
2834,3300000000.0
2835,1440000000.0
2836,750000000.0
2837,350000000.0
2838,1250000000.0
2839,930000000.0
2840,920000000.0
2841,40000000000.0
2842,1410000000.0
2843,215000000.0
2844,897000000.0
2845,2900000000.0
2846,2350000000.0
2847,3800000000.0
2848,285000000.0
2849,725000000.0
2850,690000000.0
2851,2000000000.0
2852,2390000000.0
2853,350000000.0
2854,895000000.0
2855,2750000000.0
2856,800000000.0
2857,7000000000.0
2858,1260000000.0
2859,2500000000.0
2860,7000000000.0
2861,1600000000.0
2862,2900000000.0
2863,2750000000.0
2864,660000000.0
2865,3200000000.0
2866,685000000.0
2867,443000000.0
2868,4300000000.0
2869,2400000000.0
2870,435000000.0
2871,660000000.0
2872,1600000000.0
2873,300000000.0
2874,900000000.0
2875,2750000000.0
2876,800000000.0
2877,2300000000.0
2878,2550000000.0
2879,12000000000.0
2880,14000000000.0
2881,1500000000.0
2882,4700000000.0
2883,3550000000.0
2884,750000000.0
2885,1500000000.0
2886,1500000000.0
2887,4900000000.0
2888,3800000000.0
2889,470000000.0
2890,16000000000.0
2891,1200000000.0
2892,900000000.0
2893,70000000000.0
2894,7600000000.0
2895,1670000000.0
2896,1020000000.0
2897,665000000.0
2898,3300000000.0
2899,2400000000.0
2900,1440000000.0
2901,8250000000.0
2902,1220000000.0
2903,2700000000.0
2904,2200000000.0
2905,551000000.0
2906,2400000000.0
2907,1500000000.0
2908,590000000.0
2909,588000000.0
2910,1700000000.0
2911,400000000.0
2912,551000000.0
2913,1260000000.0
2914,1200000000.0
2915,764000000.0
2916,630000000.0
2917,890000000.0
2918,600000000.0
2919,1350000000.0
2920,225000000.0
2921,13000000000.0
2922,4440000000.0
2923,1200000000.0
2924,2100000000.0
2925,843000000.0
2926,500000000.0
2927,530000000.0
2928,4500000000.0
2929,8390000000.000001
2930,85000000000.0
2931,3120000000.0
2932,6250000000.0
2933,385000000.0
2934,550000000.0
2935,4900000000.0
2936,2350000000.0
2937,1300000000.0
2938,5500000000.0
2939,1250000000.0
2940,750000000.0
2941,9790000000.0
2942,430000000.0
2943,1450000000.0
2944,685000000.0
2945,1800000000.0
2946,562000000.0
2947,625000000.0
2948,800000000.0
2949,650000000.0
2950,680000000.0
2951,4700000000.0
2952,1430000000.0
2953,1680000000.0
2954,16000000000.0
2955,637000000.0
2956,2300000000.0
2957,2700000000.0
2958,7800000000.0
2959,1150000000.0
2960,22000000000.0
2961,2500000000.0
2962,2600000000.0
2963,45100000000.0
2964,1330000000.0
2965,1100000000.0
2966,1200000000.0
2967,2500000000.0
2968,6930000000.0
2969,2500000000.0
2970,995000000.0
2971,451000000.0
2972,12000000000.0
2973,29000000000.0
2974,550000000.0
2975,2270000000.0
2976,2150000000.0
2977,2280000000.0
2978,1900000000.0
2979,680000000.0
2980,12400000000.0
2981,6500000000.0
2982,168000000.0
2983,8390000000.000001
2984,1440000000.0
2985,3100000000.0
2986,703000000.0
2987,1200000000.0
2988,4000000000.0
2989,2200000000.0
2990,1800000000.0
2991,1750000000.0
2992,2300000000.0
2993,945000000.0
2994,500000000.0
2995,4000000000.0
2996,4500000000.0
2997,1050000000.0
2998,1610000000.0
2999,4500000000.0
3000,662000000.0
3001,678000000.0
3002,1440000000.0
3003,145000000.0
3004,13400000000.0
3005,12500000000.0
3006,470000000.0
3007,900000000.0
3008,468000000.0
3009,952000000.0
3010,870000000.0
3011,3500000000.0
3012,625000000.0
3013,2200000000.0
3014,970000000.0
3015,5500000000.0
3016,2520000000.0
3017,14000000000.0
3018,3830000000.0
3019,3100000000.0
3020,575000000.0
3021,2200000000.0
3022,4100000000.0
3023,6900000000.0
3024,1180000000.0
3025,13500000000.0
3026,2950000000.0
3027,785000000.0
3028,4200000000.0
3029,600000000.0
3030,660000000.0
3031,2600000000.0
3032,5280000000.0
3033,3500000000.0
3034,2600000000.0
3035,3500000000.0
3036,1110000000.0
3037,6800000000.0
3038,3650000000.0
3039,1440000000.0
3040,585000000.0
3041,630000000.0
3042,3800000000.0
3043,599000000.0
3044,940000000.0
3045,1000000000.0
3046,13500000000.0
3047,840000000.0
3048,535000000.0
3049,600000000.0
3050,245000000.0
3051,16899999999.999998
3052,764000000.0
3053,1160000000.0
3054,1200000000.0
3055,300000000.0
3056,495000000.0
3057,1990000000.0
3058,3200000000.0
3059,2500000000.0
3060,3100000000.0
3061,2400000000.0
3062,3950000000.0
3063,1400000000.0
3064,1400000000.0
3065,674000000.0
3066,832000000.0
3067,1650000000.0
