url,currency,price,price_unit_scale,title,address,facilities,k. tidur,k. mandi,l. tanah,l. bangunan,tipe properti,sertifikat,daya listrik,jumlah lantai,id iklan,kt. pembantu,km. pembantu,tahun dibangun,kondisi properti,carport,garasi,kondisi perabotan,hadap,bedrooms,bathrooms,land size,building size,carports,certificate,electricity,maid bedrooms,maid bathrooms,garages,floors,property condition,furnishing,building orientation
https://www.rumah123.com/properti/jakarta-barat/hos11351101/#qid~347266bb-2823-45c0-9172-42c380446204,Rp,"1,85",Miliar,"Chandra Rumah Uk 4,5x19m Harga Murah di Jelambar","Jelambar, Jakarta Barat",Jalur Telepon,3,3,84 m²,189 m²,rumah,hgb - hak guna bangunan,5500 mah,3,hos11351101,,,,,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-barat/hos11351756/#qid~347266bb-2823-45c0-9172-42c380446204,Rp,"6,8",Miliar,Chandra Rumah 2 Lantai Uk 12.5x20.5m Lokasi Bagus Komplek Kavling Polri,"Jelambar, Jakarta Barat",Jalur Telepon,4,3,260 m²,387 m²,rumah,shm - sertifikat hak milik,5500 mah,2,hos11351756,1,1,2019,bagus,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-barat/hos11351705/#qid~347266bb-2823-45c0-9172-42c380446204,Rp,"1,65",Miliar,Chandra Rumah Baru 3.5 Lantai Uk 4x15m Hadap Timur di Jelambar,"Jelambar, Jakarta Barat",Jalur Telepon,3,3,60 m²,132 m²,rumah,shm - sertifikat hak milik,2200 mah,3,hos11351705,,,2022,bagus,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-selatan/hos10107882/#qid~347266bb-2823-45c0-9172-42c380446204,Rp,"1,71",Miliar,RUMAH CANTIK DEKAT AKSES TOLL,"Jagakarsa, Jakarta Selatan"," AC,  Jogging Track,  Ac,  Kolam Renang, Jalur Telepon, Keamanan 24 jam, Kitchen Set, Masjid,  Jalur Telepon,  CCTV, Track Lari, Wastafel, Keamanan, Tempat Jemuran,  Taman",3,3,80 m²,130 m²,rumah,shm - sertifikat hak milik,2200 mah,2,hos10107882,1,1,2022,baru,1,1,semi furnished,utara,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-selatan/hos11355709/#qid~347266bb-2823-45c0-9172-42c380446204,Rp,"1,3",Miliar,Rumah 2 Lantai Dibelakang Mall Bintaro Plaza Dan Dekat Tol,"Bintaro, Jakarta Selatan","Taman,  Kolam Renang, Keamanan 24 jam, AC,  One Gate System, Masjid,  CCTV, Track Lari, Wastafel,  Playground, Lapangan Basket,  Taman",3,2,60 m²,62 m²,rumah,hgb - hak guna bangunan,2200 mah,2,hos11355709,,,2022,bagus,2,,semi furnished,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-selatan/hos10697193/#qid~347266bb-2823-45c0-9172-42c380446204,Rp,"1,95",Miliar,RUMAH BARU DI JAGAKARSA  DALAM KOMPLEK PINGGIR JLN 5MENIT STASIUN KERETA API LENTENG AGUNG DAN 4MENIT TOL CICAGO GERBANG TOLL BRIGIF,"Jagakarsa, Jakarta Selatan","Kolam Renang, Taman,  Kolam Renang,  Keamanan,  Ac, Keamanan 24 jam, AC",4,4,95 m²,150 m²,rumah,shm - sertifikat hak milik,2200 mah,2,hos10697193,,,2022,baru,2,,semi furnished,selatan,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-selatan/hos7010634/#qid~347266bb-2823-45c0-9172-42c380446204,Rp,"2,3",Miliar,RUMAH SIAP HUNI DEKET KE CILANDAK✓  RAGUNAN✓KEBAGUSAN ✓3MENIT KE TOL CICAGO KE GERBANG TOL BRIGIF,"Jagakarsa, Jakarta Selatan","AC, Ac, Keamanan 24 jam, Keamanan",4,4,121 m²,180 m²,rumah,shm - sertifikat hak milik,2200 mah,2,hos7010634,,,2020,,,2,semi furnished,barat,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-selatan/hos10941017/#qid~347266bb-2823-45c0-9172-42c380446204,Rp,"2,4",Miliar,RUMAH HARGA NEGO DI JAGAKARSA jalan Mochamad kahfi1 Jagakarsa,"Jagakarsa, Jakarta Selatan","Ac, AC",4,4,113 m²,160 m²,rumah,shm - sertifikat hak milik,2200 mah,2,hos10941017,,,2022,baru,2,2,semi furnished,timur,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-selatan/hos10059115/#qid~347266bb-2823-45c0-9172-42c380446204,Rp,"1,55",Miliar,RUMAH CLUSTER DEKAT AKSES TOLL,"Jagakarsa, Jakarta Selatan"," Jogging Track,  Track Lari,  One Gate System,  Masjid,  Keamanan,  Akses Parkir, Keamanan 24 jam, Masjid,  Jalur Telepon, Lapangan Voli, CCTV, Tempat Jemuran, Ac, Lapangan Bola,  Taman,  AC,  Tempat Gym, Jalur Telepon, Kitchen Set,  CCTV, Wastafel,  Playground",3,3,70 m²,120 m²,rumah,shm - sertifikat hak milik,2200 mah,2,hos10059115,,,2022,baru,,1,semi furnished,utara,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-selatan/hos10849554/#qid~347266bb-2823-45c0-9172-42c380446204,Rp,695,Juta,"RUMAH MURAH, DEKAT CILANDAK AKSES MOTOR","Jagakarsa, Jakarta Selatan"," Keamanan, Keamanan 24 jam, AC, Masjid,  Masjid, Ac, Jogging Track, Track Lari, Wastafel, Tempat Jemuran,  Taman",2,2,40 m²,80 m²,rumah,shm - sertifikat hak milik,2200 mah,2,hos10849554,,,2022,baru,1,,unfurnished,utara,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-selatan/hos11327520/#qid~347266bb-2823-45c0-9172-42c380446204,Rp,4,Miliar,"RUMAH BARU 3 LANTAI + ROFFTOP BANYAK BONUS, SANGAT MEWAH DALAM CLUSTER BESAR, AKSES LUAS DEKAT TOLL JORR JAKARTA SELATAN","Kebagusan, Jakarta Selatan"," Jogging Track,  Track Lari,  Masjid,  Pemanas Air, Kulkas,  Mesin Cuci,  Kolam Renang,  Keamanan,  Jalur Telepon, CCTV, Tempat Jemuran,  Lapangan Voli, Ac,  Kitchen Set, Lapangan Bola,  Lapangan Basket, Lapangan Tenis,  Taman,  AC,  Tempat Gym, Jalur Telepon,  CCTV,  Lapangan Bulu Tangkis, Wastafel,  Kolam Ikan",6,6,128 m²,270 m²,rumah,shm - sertifikat hak milik,5500 mah,3,hos11327520,1,2,2022,baru,2,3,semi furnished,selatan,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-utara/hos11351396/#qid~347266bb-2823-45c0-9172-42c380446204,Rp,29,Miliar,"Rumah Mewah Pantai Indah Kapuk, Siap Huni","Pantai Indah Kapuk, Jakarta Utara"," AC,  Kolam Renang, Jalur Telepon, Keamanan 24 jam,  One Gate System, Akses Parkir, Kitchen Set,  CCTV, Wastafel,  Playground, Tempat Jemuran,  Taman",4,4,450 m²,850 m²,rumah,shm - sertifikat hak milik,8000 mah,3,hos11351396,1,2,2010,bagus,2,2,semi furnished,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-barat/hos11352875/#qid~347266bb-2823-45c0-9172-42c380446204,Rp,"6,9",Miliar,Dijual Rumah Furnish Bagus Komplek Green Ville Samping Taman,"Green Ville, Jakarta Barat","Jalur Telepon, Tempat Jemuran,  Taman,  Kolam Ikan",3,4,260 m²,500 m²,rumah,shm - sertifikat hak milik,3500 mah,3,hos11352875,1,1,,bagus,2,2,furnished,barat,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-barat/hos10210092/#qid~7a8ea572-c6d8-4a20-9030-cfd60d8b46b9,Rp,"5,5",Miliar,ANDRE TJHIA Puri Indah Rumah Modern Classic Lokasi Premium Harga Nego,"Puri Indah, Jakarta Barat","Jogging Track, Taman,  Keamanan",4,2,204 m²,200 m²,rumah,shm - sertifikat hak milik,,2,hos10210092,,,2022,bagus sekali,4,,semi furnished,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-selatan/hos11349430/#qid~7a8ea572-c6d8-4a20-9030-cfd60d8b46b9,Rp,"2,64",Miliar,Rumah Modern Siap Kpr di Pomentia Residence Dekat Fatmawati Harga All In,"Jagakarsa, Jakarta Selatan","Tempat Jemuran, Keamanan 24 jam, Taman",4,4,110 m²,140 m²,rumah,shm - sertifikat hak milik,2200 mah,2,hos11349430,1,,,bagus,1,,unfurnished,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-barat/hos11351141/#qid~7a8ea572-c6d8-4a20-9030-cfd60d8b46b9,Rp,"3,2",Miliar,Meruya Ilir Ukuran 10x15 Dkt Kebon Jeruk Rumah Bagus Depan Taman Bagus,"Kembangan, Jakarta Barat","Taman, Keamanan 24 jam,  One Gate System, Akses Parkir, Track Lari, Tempat Jemuran,  Taman",6,5,150 m²,200 m²,rumah,shm - sertifikat hak milik,2200 mah,2,hos11351141,,,,bagus,3,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-utara/hos11351341/#qid~7a8ea572-c6d8-4a20-9030-cfd60d8b46b9,Rp,"7,7",Miliar,Rumah Pik Classic 200m Siap Huni Murah!!,"Pantai Indah Kapuk, Jakarta Utara","Keamanan 24 jam, Taman, Keamanan",4,3,200 m²,400 m²,rumah,shm - sertifikat hak milik,4400 mah,3,hos11351341,1,1,2015,bagus,,,semi furnished,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-selatan/hos11348364/#qid~7a8ea572-c6d8-4a20-9030-cfd60d8b46b9,Rp,"6,25",Miliar,Rumah Bagus Furnished Dalam Komplek Permata Hijau Harga Menarik,"Permata Hijau, Jakarta Selatan"," Mesin Cuci, Taman,  AC,  Jogging Track, Keamanan 24 jam,  One Gate System, Akses Parkir, Ac, Track Lari,  Kitchen Set, Keamanan,  Pemanas Air, Tempat Jemuran, Kulkas, Wastafel,  Taman",2,2,175 m²,185 m²,rumah,shm - sertifikat hak milik,5500 mah,2,hos11348364,1,1,2015,bagus,2,,furnished,utara,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-selatan/hos11348664/#qid~7a8ea572-c6d8-4a20-9030-cfd60d8b46b9,Rp,"8,9",Miliar,Rumah Bagus Terawat Harga Bagus Dalam Komplek Bintaro Sektor 2,"Bintaro, Jakarta Selatan","Taman,  Jogging Track,  Keamanan, Keamanan 24 jam, AC,  One Gate System, Akses Parkir, Ac, Track Lari, Wastafel, Tempat Jemuran,  Taman",5,3,600 m²,550 m²,rumah,shm - sertifikat hak milik,7700 mah,2,hos11348664,2,1,1996,bagus,2,2,semi furnished,barat daya,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-barat/hos9626007/#qid~7a8ea572-c6d8-4a20-9030-cfd60d8b46b9,Rp,"1,75",Miliar,Andre Tjhia Rumah Bangunan Baru Meruya Ilir 5 Menit Dr Puri Indah,"Puri Indah, Jakarta Barat",Ac,3,4,64 m²,140 m²,rumah,,3500 mah,3,hos9626007,1,1,,,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-barat/hos10870105/#qid~7a8ea572-c6d8-4a20-9030-cfd60d8b46b9,Rp,"1,75",Miliar,Andre Tjhia Rumah Bangunan Baru Meruya Ilir 5 Menit Dr Puri Indah,"Meruya, Jakarta Barat","Jogging Track,  Taman, Keamanan",3,4,64 m²,140 m²,rumah,,3500 mah,3,hos10870105,1,1,2022,baru,2,,unfurnished,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-utara/hos11046352/#qid~7a8ea572-c6d8-4a20-9030-cfd60d8b46b9,Rp,28,Miliar,Rumah PIK Garden House Brandnew American Klasik Baguss,"Pantai Indah Kapuk, Jakarta Utara","Taman, Keamanan",4,3,400 m²,700 m²,rumah,,4400 mah,3,hos11046352,1,1,2019,bagus sekali,2,1,unfurnished,selatan,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-timur/hos8642770/#qid~7a8ea572-c6d8-4a20-9030-cfd60d8b46b9,Rp,408,Juta,Rumah murah 2 lantai di utan kayu jakarta timur,"Utan Kayu, Jakarta Timur","Taman, Keamanan 24 jam,  One Gate System, Keamanan, CCTV,  Taman",2,1,18 m²,35 m²,rumah,shm - sertifikat hak milik,2200 mah,2,hos8642770,,,2022,baru,,,unfurnished,barat,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-selatan/hos11080079/#qid~7a8ea572-c6d8-4a20-9030-cfd60d8b46b9,Rp,"4,5",Miliar,RUMAH MEWAH MURAH MODERN CLASSIC DI JAGAKARSA,"Jagakarsa, Jakarta Selatan","Kolam Renang, Taman",4,4,168 m²,230 m²,rumah,shm - sertifikat hak milik,3300 mah,3,hos11080079,1,1,2022,baru,1,2,unfurnished,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-barat/hos11279684/#qid~7a8ea572-c6d8-4a20-9030-cfd60d8b46b9,Rp,"2,4",Miliar,Chandra Rumah Uk 5x18m Lokasi Bagus di Jelambar,"Jelambar, Jakarta Barat",Tempat Jemuran,5,4,89 m²,227 m²,rumah,shm - sertifikat hak milik,,3,hos11279684,,,,bagus,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-barat/hos11279697/#qid~7a8ea572-c6d8-4a20-9030-cfd60d8b46b9,Rp,"3,55",Miliar,Dhyana Rumah 2lt Uk 7x16m di Komplek Kavling Polri,"Jelambar, Jakarta Barat",Tempat Jemuran,4,2,112 m²,160 m²,rumah,shm - sertifikat hak milik,,2,hos11279697,,,,bagus,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-barat/hos11279752/#qid~7a8ea572-c6d8-4a20-9030-cfd60d8b46b9,Rp,"2,4",Miliar,"Dhyana Rumah Uk 6x14m di Komplek Dutasquare, Dutamas","Jelambar, Jakarta Barat",Tempat Jemuran,5,2,84 m²,144 m²,rumah,shm - sertifikat hak milik,,3,hos11279752,,,,bagus,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-barat/hos11275630/#qid~6ae299a9-a659-44a9-b6d8-e8a4a618330a,Rp,"3,55",Miliar,Dhyana Rumah 2 Lantai Uk 6x20m di Komplek Kavling Polri,"Jelambar, Jakarta Barat",Jalur Telepon,3,2,120 m²,200 m²,rumah,shm - sertifikat hak milik,3500 mah,2,hos11275630,1,,,bagus,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-barat/hos11270785/#qid~6ae299a9-a659-44a9-b6d8-e8a4a618330a,Rp,"1,4",Miliar,Rumah di Green Lake City termurah ukuran 4x15 cluster Amerika,"Green Lake City, Jakarta Barat","Taman,  Kolam Renang,  Jogging Track, Jalur Telepon,  Keamanan, Keamanan 24 jam, AC, Ac, Track Lari,  Taman",2,2,60 m²,87 m²,rumah,hgb - hak guna bangunan,4400 mah,2,hos11270785,1,,2013,bagus,,,unfurnished,utara,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-selatan/hos11267051/#qid~6ae299a9-a659-44a9-b6d8-e8a4a618330a,Rp,"4,9",Miliar,Rumah Terawat Luas Lingkungan Asri Di Kalibata.,"Kalibata, Jakarta Selatan","Taman, Keamanan 24 jam, Kitchen Set, Wastafel, Tempat Jemuran",5,3,210 m²,150 m²,rumah,shm - sertifikat hak milik,,1,hos11267051,,,,bagus,3,,unfurnished,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-timur/hos10892024/#qid~6ae299a9-a659-44a9-b6d8-e8a4a618330a,Rp,"1,6",Miliar,Rumah Brand New di Cluster Shinano Jgc Cakung Jakarta Timur,"Cakung, Jakarta Timur"," Kolam Renang, Taman, Keamanan",2,2,75 m²,67 m²,rumah,"lainnya (ppjb,girik,adat,dll)",2200 mah,2,hos10892024,,,,baru,,1,unfurnished,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-selatan/hos10964866/#qid~6ae299a9-a659-44a9-b6d8-e8a4a618330a,Rp,"23,1",Miliar,Termurah di area Cipete LT 1287/550 Harga 18 jt/m Jakarta Selatan,"Cipete, Jakarta Selatan","Jalur Telepon, Kolam Renang,  Taman,  Ac",4,3,1287 m²,550 m²,rumah,shm - sertifikat hak milik,7700 mah,1,hos10964866,2,1,1990,butuh renovasi,4,2,unfurnished,utara,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-utara/hos11276559/#qid~6ae299a9-a659-44a9-b6d8-e8a4a618330a,Rp,18,Miliar,"Rumah Pantai Indah Kapuk 450m2. Renov, Lokasi Strategis Dekat Tol, Cluster Premium,siap Huni Harga Nego","Pantai Indah Kapuk, Jakarta Utara","Jalur Telepon, Keamanan 24 jam, Kitchen Set, One Gate System, Tempat Jemuran",5,3,450 m²,600 m²,rumah,shm - sertifikat hak milik,,3,hos11276559,1,1,,bagus,,,semi furnished,utara,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-selatan/hos11275089/#qid~6ae299a9-a659-44a9-b6d8-e8a4a618330a,Rp,"7,39",Miliar,Rumah Murah di Cipete Dalam Komplek Lokasi Strategis,"Cipete, Jakarta Selatan","Taman, Keamanan 24 jam, AC,  CCTV, Tempat Jemuran,  Kolam Ikan",4,3,336 m²,250 m²,rumah,shm - sertifikat hak milik,4400 mah,2,hos11275089,1,1,2000,bagus,2,2,unfurnished,barat,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-selatan/hos11214632/#qid~6ae299a9-a659-44a9-b6d8-e8a4a618330a,Rp,"8,5",Miliar,Rumah di Kebayoran Baru Selangkah Ke Stasiun Mrt,"Kebayoran Baru, Jakarta Selatan","Ac, AC, Taman",4,2,240 m²,250 m²,rumah,shm - sertifikat hak milik,7700 mah,1,hos11214632,1,1,1980,butuh renovasi,3,1,unfurnished,timur,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-selatan/hos11266750/#qid~6ae299a9-a659-44a9-b6d8-e8a4a618330a,Rp,"17,5",Miliar,"Rumah Hitung Tanah di Kemang, Jakarta Selatan Jalan Buntu","Kemang, Jakarta Selatan",One Gate System,4,4,725 m²,350 m²,rumah,shm - sertifikat hak milik,6600 mah,1,hos11266750,,,,bagus,,1,semi furnished,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-selatan/hos11274703/#qid~6ae299a9-a659-44a9-b6d8-e8a4a618330a,Rp,"3,2",Miliar,Hot Property Rumah Di Jalan Seram Komplek Megapolitan Cinere,"Cinere, Jakarta Selatan",Keamanan 24 jam,3,3,240 m²,280 m²,rumah,,2200 mah,2,hos11274703,1,1,,bagus,1,,unfurnished,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-utara/hos10576791/#qid~6ae299a9-a659-44a9-b6d8-e8a4a618330a,Rp,30,Miliar,"Dijual Rumah Mewah 543m2, Cluster Premium Pantai Indah Kapuk, Sangat Langka,harga Nego.","Pantai Indah Kapuk, Jakarta Utara","AC,  Taman, Keamanan",4,4,542 m²,1100 m²,rumah,shm - sertifikat hak milik,,1,hos10576791,1,,2015,bagus sekali,,,,timur laut,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-utara/hos10534514/#qid~6ae299a9-a659-44a9-b6d8-e8a4a618330a,Rp,25,Miliar,"Rumah Mewah Di Pantai Indah Kapuk 785m2, Murah, Harga Nego !","Pantai Indah Kapuk, Jakarta Utara"," Jalur Telepon, AC, Taman",6,6,785 m²,839 m²,rumah,shm - sertifikat hak milik,,3,hos10534514,1,1,2012,bagus,,,semi furnished,utara,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-selatan/hos9705934/#qid~6ae299a9-a659-44a9-b6d8-e8a4a618330a,Rp,"13,5",Miliar,Rumah modern siap huni di dalam komplek di daerah Kemang Dalam. Jarang ada,"Kemang, Jakarta Selatan","Kolam Renang, Taman,  Keamanan",4,3,392 m²,350 m²,rumah,shm - sertifikat hak milik,16500 mah,2,hos9705934,,,,bagus,,2,unfurnished,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-pusat/hos11274540/#qid~6ae299a9-a659-44a9-b6d8-e8a4a618330a,Rp,14,Miliar,Rumah Tua Murah Harga Bawah Njop Lepas Bu Cempaka Putih Raya,"Cempaka Putih, Jakarta Pusat","Tempat Jemuran, Taman, Masjid",6,3,600 m²,325 m²,rumah,,4400 mah,1,hos11274540,2,1,1995,butuh renovasi,2,2,unfurnished,utara,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-timur/hos11274412/#qid~0b155e4a-0b02-4141-8d37-4c7bf7a39207,Rp,"2,45",Miliar,Rumah Hoek Murah 2 Lt Lepas Cepat Dan Bu Metland Cakung Jaktim,"Cakung, Jakarta Timur","Taman, Keamanan 24 jam,  One Gate System, Kitchen Set, Masjid, Wastafel, Lapangan Bulu Tangkis, Tempat Jemuran,  Taman",3,2,180 m²,100 m²,rumah,shm - sertifikat hak milik,2200 mah,2,hos11274412,,,2019,bagus,2,,unfurnished,selatan,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-selatan/hos11270171/#qid~0b155e4a-0b02-4141-8d37-4c7bf7a39207,Rp,"4,1",Miliar,Jarang Ada Best Price 5 Mnt Mrt Cipete Belakang Citos Cilandak,"Cipete, Jakarta Selatan","Jalur Telepon, Keamanan 24 jam, Akses Parkir, Tempat Jemuran,  Taman",3,3,110 m²,220 m²,rumah,shm - sertifikat hak milik,5500 mah,3,hos11270171,1,1,2021,baru,1,1,,timur,,,,,,,,,,,,,,
