url,currency,price,price_unit_scale,title,address,facilities,k. tidur,k. mandi,l. tanah,l. bangunan,carport,tipe properti,sertifikat,daya listrik,jumlah lantai,tahun dibangun,kondisi properti,kondisi perabotan,hadap,id iklan,kt. pembantu,garasi,km. pembantu,bedrooms,bathrooms,land size,building size,carports,certificate,electricity,garages,floors,building age,property condition,furnishing,maid bedrooms,maid bathrooms,building orientation
https://www.rumah123.com/properti/depok/hos11177717/#qid~365f5b2f-3b74-4287-8233-2a80ca5c16b5,Rp,595,Juta,RUMAH SIAP HUNI DI EXITE TOLL PAMULANG.,"Cinangka, Depok"," Jalur Telepon, AC, Track Lari,  Taman,  CCTV, Ac, Taman, Jogging Track,  Masjid, CCTV, Jalur Telepon,  Keamanan",2,1,72 m²,48 m²,1,rumah,shm - sertifikat hak milik,1300 mah,1,2022,baru,unfurnished,barat,hos11177717,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/depok/hos11178026/#qid~365f5b2f-3b74-4287-8233-2a80ca5c16b5,Rp,592,Juta,RUMAH  DEKAT THE PARK SAWANGAN.,"Cinangka, Depok"," Ac,  Jogging Track, Track Lari, Kolam Renang,  Taman, AC,  Masjid, Jalur Telepon,  Keamanan",2,1,70 m²,48 m²,1,rumah,shm - sertifikat hak milik,1300 mah,1,2022,baru,unfurnished,selatan,hos11178026,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/depok/hos10945805/#qid~365f5b2f-3b74-4287-8233-2a80ca5c16b5,Rp,"1,45",Miliar,Rumah Idaman Tanah Luas Termurah di Citralake Sawangan Rsa082201,"Sawangan, Depok","Keamanan,  Taman, AC",2,2,144 m²,68 m²,2,rumah,"lainnya (ppjb,girik,adat,dll)",2200 mah,1,2016,bagus,semi furnished,utara,hos10945805,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/depok/hos10889975/#qid~365f5b2f-3b74-4287-8233-2a80ca5c16b5,Rp,900,Juta,Rumah 2 lantai cimanggis depok,"Cimanggis, Depok","Jalur Telepon, Ac",4,2,178 m²,135 m²,1,rumah,shm - sertifikat hak milik,2200 mah,2,,bagus,unfurnished,,hos10889975,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/depok/hos6488062/#qid~365f5b2f-3b74-4287-8233-2a80ca5c16b5,Rp,839,Juta,"Rumah Mewah 2 Lantai Harga Ekonomis di Cimanggis, Depok","Cimanggis, Depok","Tempat Jemuran,  One Gate System, Akses Parkir, Keamanan 24 jam,  Taman,  Playground, Jalur Telepon",3,2,70 m²,69 m²,,rumah,shm - sertifikat hak milik,2200 mah,2,2020,baru,unfurnished,timur,hos6488062,1,2,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/depok/hos8174525/#qid~365f5b2f-3b74-4287-8233-2a80ca5c16b5,Rp,400,Juta,Rumah Siap Huni Akses Mobil Cuma 10 Menit Ke Stasiun Depok,"Pancoran Mas, Depok","Tempat Jemuran, Akses Parkir,  Taman, Taman, Jalur Telepon",2,1,68 m²,45 m²,1,rumah,shm - sertifikat hak milik,1300 mah,1,2022,baru,unfurnished,utara,hos8174525,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/depok/hos11054056/#qid~365f5b2f-3b74-4287-8233-2a80ca5c16b5,Rp,200,Juta,Rumah mewah harga murah lokasi strategis,"Sawangan, Depok","Masjid, Taman",2,1,50 m²,36 m²,1,rumah,shm - sertifikat hak milik,1300 mah,1,2022,bagus sekali,semi furnished,selatan,hos11054056,,1,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/depok/hos10680431/#qid~365f5b2f-3b74-4287-8233-2a80ca5c16b5,Rp,295,Juta,Rumah ex kantor di Limo,"Limo, Depok",Taman,2,1,70 m²,45 m²,1,rumah,shm - sertifikat hak milik,1300 mah,1,2019,butuh renovasi,unfurnished,,hos10680431,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/depok/hos9706438/#qid~365f5b2f-3b74-4287-8233-2a80ca5c16b5,Rp,"6,85",Miliar,Rumah Mewah Siap Huni Lokasi Sangat Strategis Di Cinere.,"Cinere, Depok","Keamanan, Taman",3,3,500 m²,460 m²,4,rumah,hgb - hak guna bangunan,7700 mah,2,,bagus sekali,unfurnished,,hos9706438,1,,1,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/depok/hos11170070/#qid~365f5b2f-3b74-4287-8233-2a80ca5c16b5,Rp,559,Juta,Potongan Dp 30 Juta Rumah Nuansa Bali 13 Menit Stasiun Depok Lama,"Cilodong, Depok","Taman, Wastafel, Keamanan 24 jam, AC",2,1,74 m²,36 m²,,rumah,shm - sertifikat hak milik,,1,2022,baru,unfurnished,,hos11170070,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/depok/hos11169983/#qid~365f5b2f-3b74-4287-8233-2a80ca5c16b5,Rp,559,Juta,Rumah Dp 0 di Citayam Free Ac Dan Tv 15 Menit Stasiun Citayam,"Citayam, Depok","Kitchen Set, Taman, AC",2,1,74 m²,36 m²,,rumah,shm - sertifikat hak milik,1300 mah,1,2022,baru,unfurnished,,hos11169983,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/depok/hos10910353/#qid~365f5b2f-3b74-4287-8233-2a80ca5c16b5,Rp,"1,6",Miliar,Rumah Nempel Kampus Ui Depok Dan Tol Kukusan Beji Siap Huni Lho,"Beji, Depok"," Jalur Telepon, Tempat Jemuran,  Taman, Taman, AC, Jalur Telepon",4,3,100 m²,120 m²,1,rumah,shm - sertifikat hak milik,2200 mah,2,2022,baru,semi furnished,selatan,hos10910353,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/depok/hos11167240/#qid~365f5b2f-3b74-4287-8233-2a80ca5c16b5,Rp,"3,95",Miliar,Rumah 2 Lantai Bagus Semi Furnished di Villa Cinere Mas,"Cinere, Depok","Kolam Ikan, Taman",3,3,300 m²,250 m²,1,rumah,shm - sertifikat hak milik,4400 mah,2,,bagus,semi furnished,,hos11167240,2,,1,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/depok/hos11113611/#qid~365f5b2f-3b74-4287-8233-2a80ca5c16b5,Rp,995,Juta,Rumah 2 Lantai SHM di Kalimulya Cilodong depok,"Cilodong, Depok"," Ac,  Taman,  CCTV, Jogging Track,  Masjid, Jalur Telepon,  Keamanan",3,3,95 m²,100 m²,2,rumah,shm - sertifikat hak milik,2200 mah,2,2022,baru,unfurnished,timur,hos11113611,,2,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/depok/hos9079733/#qid~76ce0e84-4396-4d75-b2fc-42ebc8ebf9b5,Rp,"1,8",Miliar,TERMURAH RUMAH MEWAH DEKAT MALL DAN AKSES TOL!! DI SELATAN JAKARTA SUTERA SAWANGAN,"Sawangan, Depok"," Jogging Track, Track Lari,  Kolam Renang, Keamanan 24 jam,  Taman, Kolam Renang, Taman, Jalur Telepon, Keamanan",5,4,112 m²,120 m²,,rumah,shm - sertifikat hak milik,2200 mah,2,2021,baru,semi furnished,timur laut,hos9079733,1,4,1,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/depok/hos8522591/#qid~76ce0e84-4396-4d75-b2fc-42ebc8ebf9b5,Rp,"1,9",Miliar,RUMAH BAGUS DALAM KOMPLEK MEGAPOLITAN CINERE ESTATE DEKAT LAZUARDI,"Cinere, Depok"," Jalur Telepon, Masjid, Keamanan,  Taman",3,3,150 m²,220 m²,2,rumah,shm - sertifikat hak milik,2200 mah,2,2021,baru,,timur,hos8522591,1,,1,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/depok/hos10991944/#qid~76ce0e84-4396-4d75-b2fc-42ebc8ebf9b5,Rp,"6,2",Miliar,Rumah Keren 2 Lantai Komplek Elit Jalan Lebar 10 Menit Ke Mrt,"Cinere, Depok"," Jalur Telepon,  Taman, Jogging Track,  Masjid, Keamanan",4,3,710 m²,388 m²,2,rumah,shm - sertifikat hak milik,3500 mah,2,2000,bagus,unfurnished,timur,hos10991944,2,2,1,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/depok/hos2831213/#qid~76ce0e84-4396-4d75-b2fc-42ebc8ebf9b5,Rp,"5,8",Miliar,Rumah Cinere Jalan Depan Lebar Kolam Renang Besar Area Keren,"Cinere, Depok"," Jalur Telepon,  Ac,  Kolam Renang, Masjid,  Taman, Keamanan",4,3,540 m²,350 m²,2,rumah,shm - sertifikat hak milik,,1,2005,bagus,unfurnished,selatan,hos2831213,1,2,1,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/depok/hos11105516/#qid~76ce0e84-4396-4d75-b2fc-42ebc8ebf9b5,Rp,410,Juta,Rumah 1 Lantai Yang Sejuk Ala Eropa di Citayam Dekat Rs Citama,"Citayam, Depok","Tempat Jemuran, Track Lari,  One Gate System, Keamanan 24 jam, Taman, Wastafel, AC",2,1,65 m²,36 m²,1,rumah,shm - sertifikat hak milik,1300 mah,1,2022,baru,unfurnished,barat daya,hos11105516,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/depok/hos10925554/#qid~76ce0e84-4396-4d75-b2fc-42ebc8ebf9b5,Rp,750,Juta,Rumah Minimalis Gardens candi Sawangan,"Sawangan, Depok","Ac,  Taman,  Kolam Renang, Keamanan",2,1,66 m²,50 m²,1,rumah,shm - sertifikat hak milik,1300 mah,1,2021,bagus,semi furnished,utara,hos10925554,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/depok/hos10968990/#qid~76ce0e84-4396-4d75-b2fc-42ebc8ebf9b5,Rp,372,Juta,Hunian asri dalam  perumahan  besar dekat stasiun Citayam akses mobil,"Citayam, Depok","Keamanan 24 jam, Masjid, Keamanan,  Taman",2,1,75 m²,27 m²,1,rumah,shm - sertifikat hak milik,1300 mah,1,2019,baru,unfurnished,timur,hos10968990,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/depok/hos11301785/#qid~76ce0e84-4396-4d75-b2fc-42ebc8ebf9b5,Rp,650,Juta,Rumah 1 Lantai 700 meter dari Mall Park Sawangan,"Sawangan, Depok","Ac, AC",,,,,,rumah,,,,,,,,hos11301785,,,,3,1,119 m²,80 m²,1,shm - sertifikat hak milik,2200 mah,1,1,2010,bagus,unfurnished,,,
https://www.rumah123.com/properti/depok/hos10741575/#qid~76ce0e84-4396-4d75-b2fc-42ebc8ebf9b5,Rp,550,Juta,Rumah Nyaman Strategis Siap Huni Akses 2 Mobil Lega di Bojongsari,"Cinangka, Depok"," Jalur Telepon,  Ac, Masjid,  Taman,  CCTV, Jogging Track,  Keamanan",2,1,72 m²,50 m²,1,rumah,shm - sertifikat hak milik,1300 mah,1,2022,baru,unfurnished,,hos10741575,,1,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/depok/hos11307044/#qid~76ce0e84-4396-4d75-b2fc-42ebc8ebf9b5,Rp,680,Juta,"Rumah 1,5 lantai semi furnish dekat stasiun Depok .","Cinangka, Depok"," Jalur Telepon,  Jogging Track, Track Lari, Masjid, Keamanan 24 jam,  Taman,  CCTV, Ac, Taman, AC, CCTV, Jalur Telepon,  Keamanan",2,1,70 m²,45 m²,1,rumah,shm - sertifikat hak milik,2200 mah,1,2022,baru,semi furnished,selatan,hos11307044,,1,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/depok/hos11305814/#qid~76ce0e84-4396-4d75-b2fc-42ebc8ebf9b5,Rp,965,Juta,RUMAH SIAP HUNI DI EXIT TOL PAMULANG,"Cinangka, Depok"," Jalur Telepon,  Jogging Track, Track Lari, Masjid, Keamanan 24 jam,  Taman, Ac, Taman, AC,  Masjid, CCTV, Jalur Telepon,  Keamanan",3,2,70 m²,115 m²,1,rumah,shm - sertifikat hak milik,2200 mah,2,2022,baru,unfurnished,selatan,hos11305814,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/depok/hos11281187/#qid~76ce0e84-4396-4d75-b2fc-42ebc8ebf9b5,Rp,800,Juta,"Rumah Termurah 2 Lantai di Krukut, Depok","Krukut, Depok"," Ac,  Jogging Track, Track Lari,  Taman, Taman, AC,  Masjid, CCTV, Jalur Telepon,  Keamanan",3,2,80 m²,70 m²,1,rumah,shm - sertifikat hak milik,1300 mah,2,2022,baru,furnished,timur,hos11281187,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/depok/hos10930248/#qid~76ce0e84-4396-4d75-b2fc-42ebc8ebf9b5,Rp,950,Juta,Rumah 1 Lantai Baru Renov 5 Menit Ke Stasiun Depok Lama,"Cipayung, Depok","Masjid, Keamanan",2,1,120 m²,57 m²,1,rumah,shm - sertifikat hak milik,2200 mah,1,2013,bagus sekali,unfurnished,selatan,hos10930248,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/depok/hos11160606/#qid~76ce0e84-4396-4d75-b2fc-42ebc8ebf9b5,Rp,"1,2",Miliar,"Ruma Siap Huni di Depok, Dekat Pintutol Cijago","Kelapa Dua, Depok","Keamanan, Keamanan 24 jam",4,3,117 m²,165 m²,1,rumah,shm - sertifikat hak milik,2200 mah,2,2021,baru,unfurnished,,hos11160606,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/depok/hos11046958/#qid~76ce0e84-4396-4d75-b2fc-42ebc8ebf9b5,Rp,"3,3",Miliar,"Rumah mewah 4,5 lantai split level dalam komplek besar strategis","Cimanggis, Depok","Ac, Taman, AC",5,4,280 m²,400 m²,2,rumah,shm - sertifikat hak milik,3300 mah,4,2021,bagus sekali,semi furnished,,hos11046958,,2,1,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/depok/hos10646703/#qid~76ce0e84-4396-4d75-b2fc-42ebc8ebf9b5,Rp,"2,28",Miliar,Bisa Cicil Sampai 20 Tahun Rumah Mewah Idaman Anak Muda Sudah Fully Furnished Super Lengkap di Lokasi Sangat Strategis di Jalan Utama Keamanan Terjamin Developer Alam Sutera,"Sawangan, Depok"," Jalur Telepon,  Jogging Track,  AC, Kolam Renang,  Taman,  CCTV, Keamanan",3,3,110 m²,103 m²,2,rumah,shm - sertifikat hak milik,5500 mah,2,2021,baru,furnished,selatan,hos10646703,1,,1,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/depok/hos9739692/#qid~76ce0e84-4396-4d75-b2fc-42ebc8ebf9b5,Rp,"1,67",Miliar,Rumah Viral Cuma 10 Jutaan Cicilan Nyaman di Hati Sutera Sawangan Modern Mewah Lokasi Sangat Strategis Dekat Mall,"Sawangan, Depok"," Jalur Telepon,  Jogging Track,  AC, Masjid, Kolam Renang,  Taman,  CCTV,  Keamanan",3,2,96 m²,103 m²,2,rumah,shm - sertifikat hak milik,2200 mah,2,2021,baru,unfurnished,selatan,hos9739692,1,,1,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/depok/hos9739657/#qid~76ce0e84-4396-4d75-b2fc-42ebc8ebf9b5,Rp,"1,41",Miliar,Cuma 8 Jutaan Perbulan Bisa Cicil 20 Tahun Rumah Super Cluster Eksklusif Lokasi Terdepan di Pusat Kota Sawangan Selangkah Ke Mall Dan Exit Toll,"Sawangan, Depok"," Jalur Telepon,  Jogging Track,  Kolam Renang,  Taman, AC,  Masjid, CCTV,  Keamanan",3,2,84 m²,85 m²,2,rumah,shm - sertifikat hak milik,2200 mah,2,2021,baru,unfurnished,timur,hos9739657,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/depok/hos9739711/#qid~76ce0e84-4396-4d75-b2fc-42ebc8ebf9b5,Rp,"1,33",Miliar,Cuma 8 Jutaan Perbulan Bisa Cicil Sampai 20 Tahun Rumah Cantik Furnished Lokasi Super Strategis Sangat Dekat Dengan Toll Dan Mall Sutera Sawangan Persembahan Alam Sutera,"Sawangan, Depok"," Jogging Track,  Kolam Renang,  Taman,  Masjid, CCTV, Jalur Telepon,  Keamanan",2,2,84 m²,75 m²,2,rumah,shm - sertifikat hak milik,2200 mah,2,2021,baru,unfurnished,selatan,hos9739711,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/depok/hos10646667/#qid~e2fd375c-9055-42a6-a2aa-920eb4f1b090,Rp,"1,94",Miliar,Cicilan Super Panjanggg Sampai 20 Tahun Rumah Fully Furnished Lengkap Tinggal Bawa Koper Rumah Modern Lokasi Super Strategis di Jalan Utama Dengan Keamanan Sangat Terjamin,"Sawangan, Depok"," Jalur Telepon,  Jogging Track,  AC,  CCTV, Taman, Keamanan",2,2,106 m²,75 m²,1,rumah,shm - sertifikat hak milik,5500 mah,2,2021,baru,furnished,selatan,hos10646667,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/depok/hos10646886/#qid~e2fd375c-9055-42a6-a2aa-920eb4f1b090,Rp,"2,79",Miliar,Rumah Nyaman Dan Mewah Bisa Cicil 20 Tahun di Super Cluster Lokasi di Jalan Utama Keamanan Terjamin Lokasi Terdepan Bebas Banjir,"Sawangan, Depok"," Jogging Track, Kolam Renang,  Taman,  CCTV, Keamanan",4,4,129 m²,120 m²,2,rumah,shm - sertifikat hak milik,5500 mah,2,2021,baru,furnished,selatan,hos10646886,1,,1,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/depok/hos9450315/#qid~e2fd375c-9055-42a6-a2aa-920eb4f1b090,Rp,"1,33",Miliar,Promo Cicilan 8 Jutaan Perbulan Free Biaya Akad Rumah Cluster Terlaris Alam Sutera Furnished Lokasi Dekat Dengan Toll Dan Mall Keamanan Terjamin,"Sawangan, Depok"," Jalur Telepon,  Jogging Track,  Kolam Renang,  CCTV, Taman, AC,  Keamanan",3,3,84 m²,75 m²,2,rumah,shm - sertifikat hak milik,2200 mah,2,2022,baru,semi furnished,timur,hos9450315,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/depok/hos11231876/#qid~e2fd375c-9055-42a6-a2aa-920eb4f1b090,Rp,"4,5",Miliar,"Rumah Bagus SHM di Blok M - Kawasan Mega Cinere , Depok","Cinere, Depok","Tempat Jemuran, Lapangan Bulu Tangkis,  One Gate System,  AC, Masjid, Kitchen Set, Keamanan 24 jam,  Taman,  CCTV, Taman, Wastafel, Lapangan Basket",4,3,387 m²,175 m²,,rumah,shm - sertifikat hak milik,3500 mah,1,,bagus,unfurnished,utara,hos11231876,,2,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/depok/hos11162858/#qid~e2fd375c-9055-42a6-a2aa-920eb4f1b090,Rp,895,Juta,Rumah design keren Semi Furnished di Pancoran Mas Depok,"Pancoran Mas, Depok"," Ac,  Jogging Track, Track Lari, Masjid, Keamanan 24 jam,  Taman, Taman, AC,  Masjid, CCTV, Jalur Telepon,  Keamanan",3,2,89 m²,75 m²,1,rumah,shm - sertifikat hak milik,2200 mah,1,2022,baru,semi furnished,timur,hos11162858,,1,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/depok/hos11121644/#qid~e2fd375c-9055-42a6-a2aa-920eb4f1b090,Rp,375,Juta,Rumah Murah Akses Dekat Stasiun Citayam,"Citayam, Depok"," One Gate System, Akses Parkir, Keamanan 24 jam,  CCTV, Taman,  Playground",2,1,75 m²,27 m²,1,rumah,hp - hak pakai,1300 mah,1,,,unfurnished,,hos11121644,,1,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/depok/hos11162854/#qid~e2fd375c-9055-42a6-a2aa-920eb4f1b090,Rp,725,Juta,"Rumah 2 Lantai di Abdul Gani Setu Cilodong Depok, Depok","Cilodong, Depok","Taman, Wastafel, One Gate System, AC",3,2,66 m²,56 m²,2,rumah,shm - sertifikat hak milik,2200 mah,2,2022,,unfurnished,timur,hos11162854,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/depok/hos11159913/#qid~e2fd375c-9055-42a6-a2aa-920eb4f1b090,Rp,699,Juta,Rumah nyaman 2 lantai dekat GDC dekat Setu Cilodong Depok,"Cilodong, Depok","Tempat Jemuran,  Ac,  Taman, Taman, One Gate System, AC, Jalur Telepon",3,2,66 m²,56 m²,2,rumah,shm - sertifikat hak milik,2200 mah,2,2022,baru,unfurnished,timur,hos11159913,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/depok/hos8876269/#qid~e2fd375c-9055-42a6-a2aa-920eb4f1b090,Rp,"1,09",Miliar,Rumah Nyaman Strategis Siap Huni di Selatan Jakarta,"Cinere, Depok"," Jalur Telepon,  Ac,  CCTV, Taman, AC,  Masjid, CCTV, Jalur Telepon, Keamanan",3,4,72 m²,110 m²,1,rumah,shm - sertifikat hak milik,2200 mah,2,2022,baru,unfurnished,,hos8876269,,1,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/depok/hos9169784/#qid~e2fd375c-9055-42a6-a2aa-920eb4f1b090,Rp,680,Juta,Rumah Siap Huni Akses 2 Mobil Ke Pintu Tol di Pancoran Mas,"Cinere, Depok"," Ac,  Jogging Track, Track Lari,  CCTV, Taman, AC,  Masjid, CCTV, Jalur Telepon,  Keamanan",2,2,60 m²,70 m²,1,rumah,shm - sertifikat hak milik,2200 mah,2,2022,baru,semi furnished,,hos9169784,,1,,,,,,,,,,,,,,,,
